FIPS,State,County,Some_College,Unemployment,High_School_Grad,Severe_Housing_Cost_Burden,Child_Care_Cost_Burden,Voter Turnout,Feelings of Loneliness
31011,Nebraska,Boone,77.306273063,1.6565246788,93.803648069,7.7168949772,29.219986435,80.829145729,32.9
31013,Nebraska,Box Butte,61.195826645,2.1619571401,92.350242849,8.7264673311,29.102427454,66.722472634,34.4
31015,Nebraska,Boyd,59.870550162,2.378592666,95.685670262,11.572327044,39.501192004,75.606557377,31.4
31017,Nebraska,Brown,67.256637168,2.5343953657,92.272496187,8.6505190311,32.915647922,76.145124717,33.1
31019,Nebraska,Buffalo,71.810182275,1.8437532799,93.467240555,11.829364041,25.279712073,64.117966839,35
31021,Nebraska,Burt,64.079040226,2.4823695346,92.220591319,7.5724637681,28.885610835,74.322709163,33.3
31023,Nebraska,Butler,71.361502347,1.6792249731,91.779879622,8.5459940653,25.948333556,74.347107438,32.4
31025,Nebraska,Cass,73.100450741,2.3230250623,95.787948704,7.8296429284,23.275023712,77.900101937,31.6
31027,Nebraska,Cedar,79.987797437,1.7926565875,96.146262771,6.6565349544,27.735889549,79.301587302,32
31029,Nebraska,Chase,61.363636364,1.66142793,88.508946322,8.7788778878,28.790804051,73.542435424,34.2
31031,Nebraska,Cherry,70.280811232,1.8719806763,97.433903577,6.4637002342,35.162881811,73.536036036,31.7
31033,Nebraska,Cheyenne,67.084078712,2.4128686327,92.920221524,9.5070422535,32.214965851,66.411149826,32.6
31035,Nebraska,Clay,66.788055353,2.4175106174,94.147157191,6.7634854772,28.691096377,77.516339869,32.6
31037,Nebraska,Colfax,51.219512195,1.8007202881,76.725325172,2.5459688826,27.38445022,72.456140351,33.8
31039,Nebraska,Cuming,72.545931759,1.875,92.080026455,4.7462277092,29.455738901,70.039339103,33.5
31041,Nebraska,Custer,65.402444164,1.7175572519,94.014758131,9.0848363393,29.75549109,73.942011104,33.4
31043,Nebraska,Dakota,54.199520055,2.6630186959,81.090328467,10.429703796,35.054045575,56.829778335,34.5
31045,Nebraska,Dawes,83.06674021,2.0092425156,95.699980365,10.91393079,35.295402822,58.412473423,33
31047,Nebraska,Dawson,48.099585062,2.3830603512,77.830464437,9.5642201835,28.669456809,62.350543478,33.6
31049,Nebraska,Deuel,61.736334405,2.6260504202,91.291727141,6.8421052632,33.039061967,72.676056338,32.2
31051,Nebraska,Dixon,58.047493404,2.002002002,84.26695256,5.7631697434,28.711067668,77.365119197,35.8
31053,Nebraska,Dodge,58.484215413,2.190554138,89.204406365,8.6806751636,29.006628462,64.683786892,31.2
31055,Nebraska,Douglas,74.651239708,2.5633742115,91.480816974,11.756852973,31.617940242,70.636095055,31.7
31057,Nebraska,Dundy,79.395604396,1.7064846416,95.15625,7.1863580999,34.730732022,72.129963899,31.5
31059,Nebraska,Fillmore,78.284815106,1.9050498942,94.66148993,4.2372881356,28.087103925,70.904977376,32.2
31061,Nebraska,Franklin,69.557823129,2.1164021164,94.175669328,9.4166666667,33.225928084,71.683991684,33.6
31063,Nebraska,Frontier,82.97029703,2.0435069216,92.898383372,7.6540755467,30.930499713,68.571428571,34.1
31065,Nebraska,Furnas,66.090712743,1.8593371059,90.5533476,8.4728564181,32.56509323,72.149791956,32.9
31067,Nebraska,Gage,66.281512605,2.5872387441,92.751333202,9.843225084,28.957234828,66.896343306,33.5
31069,Nebraska,Garden,68.389057751,2.037037037,95.18459069,4.5614035088,43.9243231,81.849315068,33.3
31071,Nebraska,Garfield,89.839572193,1.9766397125,95.443833464,10.691823899,37.911410971,65.950920245,31
31073,Nebraska,Gosper,63.660477454,2.1570319241,95.541838134,6.6137566138,26.535808147,69.875,32.9
31075,Nebraska,Grant,81.25,1.4962593516,92.647058824,10.96345515,30.477777603,78.823529412,31.1
31077,Nebraska,Greeley,64.772727273,1.9950124688,93.481095176,9.7206703911,31.944764855,69.502762431,34.6
31079,Nebraska,Hall,56.092303791,2.3180689738,84.695791343,7.4914089347,27.803513804,61.761054099,33.9
31081,Nebraska,Hamilton,74.778141056,1.9335347432,97.082557418,4.347826087,22.859501209,79.554277498,32.3
31083,Nebraska,Harlan,76.416819013,1.8857142857,92.507068803,6.6393442623,30.693962856,75.459882583,32.9
31085,Nebraska,Hayes,80.473372781,1.5517241379,94.6875,9.9715099715,32.328319381,78.529411765,32.8
31087,Nebraska,Hitchcock,57.247706422,2.6645768025,93.210211841,6.7226890756,34.897661608,69.620853081,31.6
31089,Nebraska,Holt,72.578380908,1.7812611329,93.046886341,7.9301745636,29.455291347,73.581395349,31.5
31091,Nebraska,Hooker,63.709677419,2.5280898876,93.706293706,4.5901639344,36.570458404,74.285714286,32.1
31093,Nebraska,Howard,70.454545455,1.9012485812,95.244504262,10.977564103,28.179373501,72.559585492,32.3
31095,Nebraska,Jefferson,62.348178138,1.9640718563,93.109610802,9.886547812,30.429937056,67.136404697,32.1
31097,Nebraska,Johnson,49.894291755,3.125,88.394996007,5.2389176742,30.227336514,54.969173859,33.3
31099,Nebraska,Kearney,70.859671302,1.7236735793,94.019138756,5.3215077605,25.027756978,74.849428868,32.9
31101,Nebraska,Keith,68.002544529,1.8474244729,90.783410138,8.1781376518,33.915325402,68.508634223,34
31103,Nebraska,Keya Paha,84.033613445,2.1818181818,96.825396825,9.3939393939,37.225646639,78.955223881,31.3
31105,Nebraska,Kimball,60.317460317,2.0186335404,89.225857941,9.1718001369,32.479978554,65.524475524,34.2
31107,Nebraska,Knox,70.558694288,2.1562156216,92.748823427,5.2934059286,32.279334632,74.260869565,33.4
31109,Nebraska,Lancaster,76.466736052,2.1159335794,93.48730702,11.475474684,34.539348892,67.284953769,31.9
31111,Nebraska,Lincoln,67.584480601,2.1607794046,93.441520222,11.355695318,30.465803369,64.823796893,34.8
31113,Nebraska,Logan,86.577181208,2.4390243902,98.181818182,13.125,29.225272489,72,32.2
31115,Nebraska,Loup,72.8,2.8720626632,100.0,18.113207547,31.466692637,81.071428571,32.1
31117,Nebraska,McPherson,81.609195402,2.1126760563,96.385542169,2.0408163265,35.136114837,81.621621622,31.9
31119,Nebraska,Madison,68.843135024,2.0185869891,92.197116419,9.5895386851,28.417719663,64.11142741,32.6
31121,Nebraska,Merrick,73.88101983,1.9580089644,92.402957486,11.52979066,26.814390639,71.666666667,33
31123,Nebraska,Morrill,59.846301633,2.1525679758,90.885995554,7.7088948787,31.144670255,73.161659514,32.6
31125,Nebraska,Nance,74.094707521,2.1450459653,92.648323302,5.787037037,31.661984713,67.082568807,32.4
31127,Nebraska,Nemaha,69.382716049,2.2471910112,89.434942628,7.5090252708,29.431590454,62.692307692,34.8
31129,Nebraska,Nuckolls,73.150357995,2.0316944332,92.141009056,3.5169988277,32.884938339,69.682299546,34.6
31131,Nebraska,Otoe,69.9535646,2.1539926217,93.476488176,8.873015873,25.358413562,71.991341991,32.7
31133,Nebraska,Pawnee,57.021276596,2.0283975659,87.877063176,6.8181818182,34.883218771,69.537712895,33.4
31135,Nebraska,Perkins,70.281690141,1.6592920354,92.658227848,9.7604259095,27.105325709,71.981351981,32.5
31137,Nebraska,Phelps,66.986564299,1.7923970849,92.056993122,10.996015936,27.478384125,74.483271375,32.1
31139,Nebraska,Pierce,84.002396645,1.8302828619,94.400646857,6.917562724,24.710021159,74.73880597,33.3
31141,Nebraska,Platte,58.640019498,1.9639845493,89.790084859,6.4369556986,25.247118578,68.937761161,31.8
31143,Nebraska,Polk,69.274269557,1.9410745234,93.311312964,3.7512846865,24.251294753,73.256997455,32.4
31145,Nebraska,Red Willow,65.799739922,1.9217687075,95.342389798,8.1068524971,31.982710265,67.225647349,32.9
31147,Nebraska,Richardson,58.301886792,2.1097046414,91.680114757,6.4899199116,31.864429067,66.763754045,32.3
31149,Nebraska,Rock,73.234200743,1.5046296296,94.255319149,2.1818181818,34.029033334,75.089285714,31.1
31151,Nebraska,Saline,54.017454108,2.4468680089,79.829638528,9.9667123556,25.312720341,61.090524087,33.4
31153,Nebraska,Sarpy,81.147306758,2.1998157642,95.673409646,7.9898403483,24.12317717,74.044578593,30.5
31155,Nebraska,Saunders,75.028058361,1.9143752175,96.089026116,7.4475524476,22.612326786,79.001240695,30.7
31157,Nebraska,Scotts Bluff,66.682375118,2.6292384658,89.492054367,12.230953194,33.673203523,58.884659307,34.8
31159,Nebraska,Seward,72.91005291,2.0226991797,94.917855209,6.5080583269,23.693763062,69.812905689,33.6
31161,Nebraska,Sheridan,69.578017664,2.0213156928,89.986206897,8.1642512077,32.395307643,66.467661692,33.7
31163,Nebraska,Sherman,75.046904315,2.1804966687,91.300280636,8.762490392,33.660925128,71.046025105,33.9
31165,Nebraska,Sioux,86.206896552,2.1052631579,95.368171021,5.2173913043,31.602112676,75.154639175,33.2
31167,Nebraska,Stanton,74.652241113,1.9050326983,95.18102372,8.1056466302,24.81820975,72.583237658,32.8
31169,Nebraska,Thayer,71.443406023,1.8215613383,94.438073394,5.8736426456,30.493598012,77.302204929,33
31171,Nebraska,Thomas,84.293193717,3.3653846154,93.069306931,4.2105263158,34.103863205,92.826086957,32.6
31173,Nebraska,Thurston,60.377358491,2.719217843,92.365998917,8.3291770574,33.533990659,50.930996714,34.3
31175,Nebraska,Valley,71.631205674,2.1760154739,94.362323823,7.2727272727,34.248463006,73.469387755,33.2
31177,Nebraska,Washington,76.825127334,2.1424838878,95.949049906,5.9561510353,21.971122243,80.892798957,31
31179,Nebraska,Wayne,69.949238579,2.0104895105,95.108994321,14.416599299,28.379862097,57.573680603,31.6
31181,Nebraska,Webster,64.938608458,2.5285972306,93.939393939,4.064470918,34.009333006,68.844036697,31.3
31183,Nebraska,Wheeler,65.178571429,1.6885553471,97.784810127,7.8549848943,34.386363233,84.369747899,32.1
31185,Nebraska,York,67.022855447,2.2358554874,91.746661102,7.9457013575,26.314289205,68.781896967,32.5
32000,Nevada,,60.001629769,5.1410412242,87.368908524,15.422490612,24.579882495,67.850932037,33.3
32001,Nevada,Churchill,56.871595331,4.2610815203,92.020976655,11.488923235,24.092139041,71.087196468,35
32003,Nevada,Clark,59.615705374,5.4317218896,86.813889951,16.678244435,35.663022782,65.394258965,35.6
32005,Nevada,Douglas,68.13658741,4.5416427594,93.741559004,12.557464312,21.818957635,87.06647952,35.3
32007,Nevada,Elko,53.474141334,3.7808641975,87.213920398,8.1865004066,20.228594065,60.379485769,36
32009,Nevada,Esmeralda,54.430379747,3.9665970772,77.314814815,19.381443299,30.365579017,58.895705521,36.8
32011,Nevada,Eureka,54.372623574,3.7185929648,95.511669659,7.037037037,21.960299286,76.946564885,34.7
32013,Nevada,Humboldt,58.827634334,3.8939413347,87.235164835,9.0827067669,21.303067485,67.662168045,34.4
32015,Nevada,Lander,57.842046719,3.5861631228,89.2462053,13.21003963,19.865443145,72.955145119,35
32017,Nevada,Lincoln,42.288557214,4.684418146,94.088207695,9.3023255814,26.537135416,59.296969697,35.4
32019,Nevada,Lyon,55.5735161,5.7899860329,87.669958007,10.944595822,23.099940156,72.318181818,35.2
32021,Nevada,Mineral,40.760389036,6.8347710683,90.726052471,8.1823495032,29.914367925,62.136181575,36.3
32023,Nevada,Nye,44.029994232,6.4110278431,86.655405405,11.963989576,27.52770687,71.190910366,35
32027,Nevada,Pershing,36.293061621,4.669751788,85.633346823,4.8082117774,26.794465694,45.445641528,36
32029,Nevada,Storey,73.970783533,4.2970574498,89.874551971,13.97515528,20.221234947,87.43902439,34.3
32031,Nevada,Washoe,64.792271651,4.071517217,88.688858892,13.222632226,29.808262737,75.915514176,35.8
32033,Nevada,White Pine,46.726190476,3.3659066232,88.293561459,7.8629032258,24.579882495,58.721399731,35
32510,Nevada,Carson City,59.604978355,4.4891997848,89.093884133,12.467248908,24.831440616,73.69347045,35.6
33000,New Hampshire,,71.436003709,2.2007490735,94.05512365,11.692755191,34.570459431,75.676523045,34.4
33001,New Hampshire,Belknap,64.998590358,2.1402285493,93.807104519,11.996066863,31.945737028,77.832742017,34.2
33003,New Hampshire,Carroll,69.206842924,2.2671994441,95.574503637,13.573601685,36.165478701,81.734530693,32.6
33005,New Hampshire,Cheshire,68.246233126,2.3237241415,93.988596253,11.998651837,34.380059042,71.7624148,38.5
33007,New Hampshire,Coos,56.897794436,2.6450932114,89.533412255,9.8444444444,45.788025238,63.324386503,32.1
33009,New Hampshire,Grafton,71.749834296,1.9419083701,93.894414458,12.155591572,35.383936127,73.769393753,32.7
33011,New Hampshire,Hillsborough,72.10336423,2.3046909305,92.985671661,12.188820329,29.513185567,73.651294808,35.1
33013,New Hampshire,Merrimack,69.245524297,1.903372835,93.715086292,10.417907907,31.882614359,75.314491781,34.6
33015,New Hampshire,Rockingham,76.142994217,2.3040442137,96.104409981,10.680951221,28.476199161,81.564846346,33.2
33017,New Hampshire,Strafford,73.615760628,2.0533146168,94.656951352,12.874340862,34.760859819,71.358898531,33.8
33019,New Hampshire,Sullivan,54.884475071,1.8808226402,91.143709295,12.41247613,38.79298809,70.027287089,34.4
34000,New Jersey,,72.012208522,4.4298858329,90.699558151,16.690377266,34.206613474,73.896559342,30.6
34001,New Jersey,Atlantic,64.200988983,5.867106693,88.856327801,18.56600874,41.775137015,73.232225505,33.1
34003,New Jersey,Bergen,81.215044125,3.8621936638,92.914106766,17.286902588,30.440696643,77.29584798,33
34005,New Jersey,Burlington,75.601197756,3.9487819865,94.400040957,12.628624883,34.041451789,77.116147392,32.8
34007,New Jersey,Camden,68.609865471,4.8282504245,89.834761794,16.605783083,37.984711773,71.434818994,32.7
34009,New Jersey,Cape May,66.771060035,7.6233645823,94.638774892,16.128254581,39.590405767,77.44246897,32.9
34011,New Jersey,Cumberland,43.060610472,6.4806609302,81.271597748,19.434663537,49.131382316,59.19097074,35.3
34013,New Jersey,Essex,62.677642834,5.5404861356,86.796599929,22.179697467,40.963689769,66.53134754,34.4
34015,New Jersey,Gloucester,73.069317304,4.3023779664,93.996326424,12.635212888,34.609395143,77.51195313,30.6
34017,New Jersey,Hudson,78.282688749,4.3751619758,87.889162423,19.732405481,40.172263731,62.51876689,34.1
34019,New Jersey,Hunterdon,81.130839761,3.4909552523,95.804351514,11.864928667,25.225245039,87.555994388,30.6
34021,New Jersey,Mercer,68.681443066,3.890327383,89.925595983,15.941761206,34.206613474,70.428904708,30.1
34023,New Jersey,Middlesex,74.746752008,4.0955435538,89.300613043,15.152843582,33.710828866,68.654373401,31.7
34025,New Jersey,Monmouth,78.442794802,3.8429830501,94.185104435,15.20359761,29.748963924,81.889860973,27.8
34027,New Jersey,Morris,83.174142652,3.6520227964,95.10717627,12.949079672,27.166661703,84.357641091,29.4
34029,New Jersey,Ocean,69.24294458,4.2342080395,93.341909115,15.90460631,40.535435657,77.221512476,31.3
34031,New Jersey,Passaic,57.561487301,5.511443431,85.107240768,21.553437203,41.781650636,70.258632873,34.7
34033,New Jersey,Salem,57.090956274,5.4966739871,90.091043361,15.912795436,37.185744215,70.043361553,32.7
34035,New Jersey,Somerset,81.915610119,3.7841119808,93.84942066,13.795040526,25.945865005,81.352972074,31.2
34037,New Jersey,Sussex,76.112500727,4.2598684211,95.421335554,11.954545455,30.65414437,79.753377459,35.2
34039,New Jersey,Union,64.874939796,4.726919878,86.275790024,17.302365766,33.752536714,71.38874388,29.8
34041,New Jersey,Warren,68.769764751,4.0431625924,93.986851315,12.928546693,32.036173463,74.420910872,32.2
35000,New Mexico,,63.670098266,3.7566667081,87.722527721,12.8551821,36.506789945,61.132853206,36.3
35001,New Mexico,Bernalillo,70.968457407,3.455095933,90.409029174,15.535348361,34.762616056,63.741093828,39.3
35003,New Mexico,Catron,35.542168675,4.8715677591,97.589167768,5.1939513478,35.282302083,77.404326123,40.9
35005,New Mexico,Chaves,53.069781372,3.8119301329,80.942627831,11.821155943,35.756853397,51.169630643,40.1
35006,New Mexico,Cibola,58.139534884,5.1895472948,85.402050729,7.9039584685,33.265306122,44.6937751,41
35007,New Mexico,Colfax,58.977407848,3.4489187174,90.511738613,8.1143878463,28.336558843,61.956745623,38.1
35009,New Mexico,Curry,64.127345082,2.9024576538,82.156459604,14.360819037,40.020052731,45.232889022,40.2
35011,New Mexico,De Baca,69.787234043,3.3149171271,87.659963437,5.9649122807,32.91454161,79.035087719,41.6
35013,New Mexico,Dona Ana,66.07828371,4.2974753556,82.654535685,14.459674849,35.06837622,56.91136974,38.6
35015,New Mexico,Eddy,63.863183788,2.6385224274,84.307237221,7.535179301,38.856885012,57.594246032,40
35017,New Mexico,Grant,56.350788186,3.5092213115,89.662191635,11.934156379,36.506789945,67.108321711,39.5
35019,New Mexico,Guadalupe,49.392712551,4.0477770405,83.153347732,7.0113935145,25.877182891,61.923620934,41.5
35021,New Mexico,Harding,73.793103448,3.7037037037,88.779527559,9.1836734694,32.111498551,100,41.2
35023,New Mexico,Hidalgo,50.204918033,3.289846852,84.897817804,8.3547557841,38.674106257,62.271293375,39.7
35025,New Mexico,Lea,44.376155499,3.4940716699,75.581873885,10.253763441,40.179217363,50.648910412,41.4
35027,New Mexico,Lincoln,60.486938879,3.2183401301,91.789340102,10.076157001,32.47061597,66.943812926,39.8
35028,New Mexico,Los Alamos,88.161483906,1.8532622493,98.310858765,4.2032622334,19.536550668,87.401350871,36
35029,New Mexico,Luna,42.497394929,10.030726534,75.905896731,11.098591549,38.712766233,52.668183295,40.1
35031,New Mexico,McKinley,49.013664852,5.1819864281,80.880723372,9.1664542442,42.699205832,52.504708098,47.6
35033,New Mexico,Mora,48.197596796,4.9582463466,93.795843521,4.1862652869,37.524351538,69.048843188,39
35035,New Mexico,Otero,60.863255214,4.0163376447,87.291928479,9.3252332393,39.420640181,49.42545607,39.9
35037,New Mexico,Quay,55.501355014,4.1554054054,87.695679399,10.762331839,37.915589213,61.525019857,39.6
35039,New Mexico,Rio Arriba,52.273236282,3.4444050573,86.387622501,9.3063133281,32.1006518,57.24909623,41.5
35041,New Mexico,Roosevelt,56.896174863,3.6409929981,85.885188822,12.059640403,36.872688854,52.011019284,39.1
35043,New Mexico,Sandoval,66.125453549,3.6442079528,92.613337343,8.7773998488,37.701239624,70.479609684,39.5
35045,New Mexico,San Juan,55.573112537,4.1777253514,86.445350999,11.837769328,34.950083775,57.869750456,40.2
35047,New Mexico,San Miguel,60.72793751,4.6392242609,85.716437393,14.442976662,36.493371907,52.616929044,40.4
35049,New Mexico,Santa Fe,65.825681513,3.3563577557,91.44310278,14.884615385,36.72893857,72.960958296,41.2
35051,New Mexico,Sierra,51.01842871,5.9840082538,90.185849364,10.832055215,37.475924737,66.018878401,40.2
35053,New Mexico,Socorro,48.717948718,4.2139384117,84.696769318,4.8008385744,30.952897764,58.3299389,40.1
35055,New Mexico,Taos,61.799199085,4.4165316045,93.353836921,12.732371795,43.28358209,65.426504189,41.6
35057,New Mexico,Torrance,54.401744345,5.0736497545,86.539344413,9.3032015066,41.208128629,61.339511373,41.3
35059,New Mexico,Union,41.648106904,3.1352057479,88.920454545,6.7755102041,31.226626776,55.993740219,39.9
35061,New Mexico,Valencia,59.337442219,4.0507611,85.919231855,10.704617834,37.303865457,58.026067416,42.7
36000,New York,,71.009066937,4.2275013565,87.864245122,18.326052802,37.691979003,62.926978643,
36001,New York,Albany,78.042727261,3.2871595331,93.157692019,12.498744641,37.149754289,65.613722622,
36003,New York,Allegany,64.348966874,4.2682612506,91.624706277,9.5422855411,42.64890064,57.058984162,
36005,New York,Bronx,54.942213654,6.8268216894,75.299634393,29.532112073,65.17251674,50.472627524,
36007,New York,Broome,67.407780551,3.9374826642,91.011613692,13.312790844,38.556376789,62.737124644,
36009,New York,Cattaraugus,52.376149511,4.2663766014,89.220855302,10.671605734,43.825968826,59.112086428,
36011,New York,Cayuga,60.924460822,3.6056748724,88.928298592,10.710760118,36.907467899,60.168589901,
36013,New York,Chautauqua,59.281859546,4.2729903416,89.973680346,13.048454788,43.75089222,59.656652361,
36015,New York,Chemung,60.236810552,3.9978046737,90.884828577,12.118970109,40.555114463,61.173842717,
36017,New York,Chenango,52.122370937,3.4771527399,88.729933061,9.5138178096,42.70907729,60.147571774,
36019,New York,Clinton,62.725754254,3.5189633022,88.190510882,9.7996242956,38.141314832,55.6828125,
36021,New York,Columbia,62.501818182,2.9833713727,91.516302627,14.133921411,41.333843965,74.660406886,
36023,New York,Cortland,65.40326571,4.2495317935,90.911891559,10.411488539,38.375332603,57.361456832,
36025,New York,Delaware,58.623382419,4.0334243934,90.41401562,12.495885902,43.655075406,63.242428395,
36027,New York,Dutchess,69.2913935,3.2645066514,91.807645,15.197898741,31.297860419,67.584319658,
36029,New York,Erie,73.812497985,3.8002738776,92.435538779,13.14363314,42.899933279,67.360873681,
36031,New York,Essex,57.935103245,3.8131609871,91.503561795,9.9743425273,34.580124679,63.721158567,
36033,New York,Franklin,51.672609951,3.8155553229,87.321545905,12.705946536,38.535772664,48.610763454,
36035,New York,Fulton,62.080590785,4.3672764318,88.495807128,11.028901734,38.666435364,56.673337257,
36037,New York,Genesee,65.497896213,3.2931619054,92.542851671,10.481085526,34.171904835,65.105629908,
36039,New York,Greene,56.70575787,3.8294762485,88.800639806,12.550490479,34.635324697,65.291387313,
36041,New York,Hamilton,62.515114873,4.9955396967,89.31076179,8.8581314879,35.777554028,90.977835724,
36043,New York,Herkimer,63.611594642,4.0735347652,91.700065244,7.8730420445,38.446942968,60.923330585,
36045,New York,Jefferson,66.901829487,4.3527314575,91.303823585,11.27744511,39.760638298,53.289457795,
36047,New York,Kings,72.149733151,5.5257274344,84.18376426,25.047366623,40.02724189,55.37385989,
36049,New York,Lewis,56.974622657,4.380486158,91.362234129,9.0812890813,37.75426926,64.598612488,
36051,New York,Livingston,65.858631627,3.5151116951,92.577141624,10.799497698,34.933390326,62.345642541,
36053,New York,Madison,63.063823798,3.723388101,93.281104191,11.822258459,33.276330076,60.6048815,
36055,New York,Monroe,74.626031746,3.666074484,91.775258692,13.992736941,41.248652116,67.660970898,
36057,New York,Montgomery,58.467008434,4.5970309907,88.524015426,13.281667557,39.890665929,56.739217519,
36059,New York,Nassau,78.742505141,3.1207690408,92.145878857,17.161521512,24.071305512,76.044470993,
36061,New York,New York,85.937051334,4.5942859831,89.173201484,19.67482706,30.29870426,59.133158256,
36063,New York,Niagara,67.659466427,4.0669230305,92.031571903,10.862709765,37.18679852,63.50511718,
36065,New York,Oneida,64.12297157,3.7123985357,88.931847186,10.915061783,39.823928792,58.365472911,
36067,New York,Onondaga,72.773627116,3.495317257,91.744263385,13.143663923,40.624831962,67.293674247,
36069,New York,Ontario,73.879211597,3.2831883645,93.326215955,9.7571552472,38.077717857,69.845975007,
36071,New York,Orange,63.406067929,3.4378420803,89.676451483,17.964665929,32.262653489,64.805085538,
36073,New York,Orleans,45.47314578,3.9691289967,86.725208383,15.342635659,37.629688747,56.884609411,
36075,New York,Oswego,60.062089116,4.31010038,90.006599181,11.584522265,35.733753079,59.66713804,
36077,New York,Otsego,68.033826638,3.8361653187,92.119745223,10.639063906,38.391556927,57.235854796,
36079,New York,Putnam,72.55554595,3.1257785699,93.266244079,15.70163982,27.959976846,74.663247402,
36081,New York,Queens,68.337102425,4.6029852609,82.691969073,22.217617621,37.545915797,56.757965424,
36083,New York,Rensselaer,72.564961691,3.3034410341,92.724707957,11.036789298,36.477319364,64.490684733,
36085,New York,Richmond,69.589023951,4.881129725,88.536298681,19.397945082,32.74371364,64.59903353,
36087,New York,Rockland,63.709301724,3.1189649109,87.699550323,21.006034227,31.921301323,72.802077572,
36089,New York,St. Lawrence,57.455608941,4.3721297026,89.110677211,12.558765916,42.395213723,53.368309361,
36091,New York,Saratoga,77.848996778,2.8823874947,94.227311222,9.6840482918,31.954361506,74.745914484,
36093,New York,Schenectady,71.402925693,3.5090401743,91.843361987,13.612817533,40.405931195,64.596597969,
36095,New York,Schoharie,62.757752243,4.1557920096,91.980891424,10.05423446,38.448751725,62.280874532,
36097,New York,Schuyler,61.661095397,3.9179562761,90.792355918,9.5640509725,37.598527833,68.381018842,
36099,New York,Seneca,56.120943953,3.4874179431,84.614741069,10.370644922,41.853160581,57.989300867,
36101,New York,Steuben,63.900585866,3.970006552,91.792555441,9.2454557343,38.15377912,63.188208925,
36103,New York,Suffolk,70.421224237,3.3904440453,90.483660302,17.187874192,27.440573288,69.981993795,
36105,New York,Sullivan,60.903702163,3.317805383,87.65445383,14.119513485,36.022508558,62.379261364,
36107,New York,Tioga,60.937941426,3.3841626538,91.989014166,7.9394240318,36.260648367,66.141111549,
36109,New York,Tompkins,84.181293988,3.1270265888,95.878986897,19.854951849,44.296561227,57.484551526,
36111,New York,Ulster,63.224248333,3.4467191838,91.747627024,16.590487073,35.656614614,69.344071209,
36113,New York,Warren,67.931937173,3.6836919556,91.882814713,10.189393939,41.332147986,70.401392785,
36115,New York,Washington,52.654687922,3.3985842242,90.315594059,11.419624217,34.340859432,57.454249695,
36117,New York,Wayne,64.501813323,3.3615372268,90.993085725,10.666845566,33.573423892,64.174148497,
36119,New York,Westchester,76.05728845,3.3705015731,89.354591639,18.487290075,29.654446588,70.010450112,
36121,New York,Wyoming,52.640122219,3.9239552542,86.65182787,7.4705695196,34.64217591,61.065663689,
36123,New York,Yates,41.917808219,3.1572659783,84.441250449,10.47675103,37.061446603,56.231430805,
37000,North Carolina,,69.09284114,3.4553547945,89.746619644,11.866110343,25.139937567,72.347353072,31
37001,North Carolina,Alamance,61.525093841,3.394925088,88.541799699,11.185819071,21.976052414,71.347118054,32.2
37003,North Carolina,Alexander,52.521154515,3.2198967412,85.574664747,7.229096363,22.586382114,69.683195592,31.3
37005,North Carolina,Alleghany,52.548488949,4.4772620722,83.116732421,10.852878465,26.66036804,68.423423423,32.4
37007,North Carolina,Anson,34.853126689,4.033908214,82.424824056,15.614778922,28.887392828,58.347667449,32.9
37009,North Carolina,Ashe,61.965134707,3.0031201248,87.501212062,7.2279792746,25.334774405,72.875576037,31.9
37011,North Carolina,Avery,53.086705202,3.02641703,86.375416512,8.8569144684,29.249669182,64.714334588,31.3
37013,North Carolina,Beaufort,60.079051383,4.0462427746,88.07825928,13.432017544,30.092923517,71.908730701,30.6
37015,North Carolina,Bertie,49.462616822,4.3768651414,81.97166114,18.207681366,37.281107029,62.357052097,33.5
37017,North Carolina,Bladen,56.260801257,4.2237993523,88.555987485,17.955676165,25.001510239,67.288801572,33.1
37019,North Carolina,Brunswick,61.970490243,4.2059868087,93.329412968,12.916228531,22.567287785,78.886361648,29.1
37021,North Carolina,Buncombe,70.827998293,2.7065655549,92.304952435,11.241195045,27.219242326,79.46928336,31
37023,North Carolina,Burke,56.354973772,3.2802157392,85.122189033,9.0005931198,24.491153625,62.766676048,30.4
37025,North Carolina,Cabarrus,71.105907838,3.2445663642,91.810939575,8.9296553585,25.064297405,78.810716327,28.5
37027,North Carolina,Caldwell,58.056818182,3.3837174087,82.781173489,8.345232429,25.621010331,67.025039124,31.9
37029,North Carolina,Camden,74.312267658,3.2528856243,92.980328752,10.395778364,17.515592516,73.042944785,31.2
37031,North Carolina,Carteret,72.46063815,3.2424826405,92.703797372,9.9764071453,19.235048497,75.787698589,30.7
37033,North Carolina,Caswell,52.051835853,3.5521628499,83.651242554,8.837485172,25.305452346,66.232481451,32.4
37035,North Carolina,Catawba,64.660794554,3.2910403568,87.498784014,8.3823647941,21.700203345,71.033249606,31.4
37037,North Carolina,Chatham,70.060105184,2.9571657431,90.386648412,11.25916056,20.726942204,89.50092081,30.3
37039,North Carolina,Cherokee,55.256630414,3.8657913931,91.42631371,8.8427057865,24.290694656,70.183760684,29.6
37041,North Carolina,Chowan,47.079254815,3.6004056795,87.377345908,13.84863124,21.949414551,70.667271902,32.8
37043,North Carolina,Clay,74.170854271,3.7098692033,89.935542237,13.94891945,24.608765898,76.12368857,31
37045,North Carolina,Cleveland,56.393069432,3.4662743596,87.464218592,11.943234509,24.767549787,68.255953173,32.1
